,ROI_1,ROI_2,ROI_3
0,89.38059,94.181206,97.70728
1,89.38059,94.234726,97.70728
2,89.36905,94.1889,97.69625
3,89.31675,94.15031,97.677795
4,89.27428,94.113686,97.66363
5,89.2084,94.10664,97.645645
6,89.136444,94.06215,97.636086
7,89.228516,94.085884,97.664154
8,89.2116,94.08403,97.608376
9,89.23668,94.10864,97.62387
10,89.27766,94.12402,97.66039
11,89.304214,94.11599,97.63427
12,89.30879,94.10207,97.70243
13,89.31705,94.11039,97.66294
14,89.348404,94.10864,97.69456
15,89.35007,94.13021,97.71234
16,89.34337,94.174095,97.673416
17,89.364525,94.17987,97.69159
18,89.37122,94.18429,97.69321
19,89.34386,94.15699,97.71234
20,89.34085,94.1632,97.71339
21,89.32866,94.13764,97.71587
22,89.33031,94.1818,97.69722
23,89.3028,94.176796,97.69259
24,89.33447,94.18069,97.69457
25,89.327194,94.18249,97.716255
26,89.28352,94.12999,97.724304
27,89.26347,94.17337,97.713196
28,89.28911,94.175446,97.70987
29,89.3217,94.18303,97.75868
30,89.31578,94.18196,97.76444
31,89.31206,94.182,97.76299
32,89.344635,94.208755,97.697174
33,89.36335,94.19258,97.722755
34,89.35834,94.19617,97.6831
35,89.385,94.20849,97.67349
36,89.38151,94.181725,97.71849
37,89.36925,94.18277,97.74686
38,89.32904,94.14497,97.74517
39,89.3177,94.13212,97.7327
40,89.29896,94.14667,97.750336
41,89.28481,94.1718,97.69966
42,89.28811,94.160515,97.692184
43,89.31482,94.14891,97.74682
44,89.31273,94.1582,97.74687
45,89.34129,94.16787,97.75638
46,89.33891,94.16787,97.74286
47,89.34129,94.141846,97.72557
48,89.38079,94.1582,97.72233
49,89.36878,94.16943,97.73339
50,89.364235,94.2043,97.74842
51,89.40298,94.221405,97.73339
52,89.4285,94.22258,97.74026
53,89.41201,94.21359,97.74026
54,89.403336,94.20461,97.737976
55,89.434265,94.21662,97.785164
56,89.4494,94.234245,97.79801
57,89.480576,94.20632,97.81729
58,89.4531,94.18319,97.79907
59,89.477356,94.183395,97.77943
60,89.45211,94.18271,97.757034
61,89.39983,94.16937,97.72249
62,89.35979,94.17379,97.67531
63,89.33944,94.19483,97.69863
64,89.343895,94.19549,97.67623
65,89.303825,94.19549,97.68124
66,89.3381,94.19549,97.666046
67,89.33587,94.16632,97.666046
68,89.317635,94.18078,97.66823
69,89.299286,94.16038,97.693474
70,89.30888,94.16038,97.7366
71,89.299286,94.16253,97.72476
72,88.91175,94.16378,97.72328
73,89.16251,94.15388,97.754105
74,89.209114,94.13279,97.67305
75,89.19315,94.161255,97.68634
76,89.176254,94.14755,97.66891
77,89.18436,94.14923,97.72194
78,89.20604,94.14308,97.71527
79,89.20604,94.14668,97.70843
80,89.17942,94.13296,97.693726
81,89.21419,94.14531,97.70092
82,89.225174,94.13741,97.701935
83,89.23454,94.12734,97.67778
84,89.16983,94.12671,97.67256
85,88.82833,94.17743,97.67918
86,89.033646,94.14928,97.67874
87,89.15131,94.11963,97.65213
88,89.16571,94.111015,97.68658
89,89.147354,94.11221,97.72315
90,89.218185,94.10904,97.67257
91,89.22147,94.10786,97.67153
92,89.19641,94.12961,97.6978
93,89.193954,94.1429,97.66939
94,88.91252,94.20842,97.68365
95,89.13665,94.17206,97.755356
96,89.14318,94.19497,97.74636
97,89.17525,94.17282,97.78758
98,89.17159,94.211914,97.7924
99,89.17601,94.20052,97.82835
100,89.222336,94.20435,97.80355
101,89.2306,94.20929,97.809105
102,89.26123,94.21008,97.78636
103,89.252815,94.21218,97.784546
104,88.915115,94.27371,97.8065
105,89.19357,94.24249,97.80551
106,89.25028,94.25134,97.79234
107,89.2653,94.23624,97.76756
108,89.26981,94.23445,97.777824
109,89.28785,94.22595,97.75437
110,89.26211,94.21121,97.74966
111,89.25018,94.21114,97.75336
112,89.26765,94.20753,97.75369
113,89.28308,94.20265,97.797195
114,89.29959,94.21228,97.777054
115,89.29094,94.19508,97.770996
116,89.22009,94.184654,97.744736
117,89.214806,94.18649,97.75388
118,89.231415,94.217606,97.74847
119,89.232376,94.193184,97.74831
120,89.22172,94.181274,97.749855
121,89.218414,94.15926,97.71871
122,89.24134,94.15926,97.77393
123,89.257256,94.17451,97.718475
124,89.280785,94.18218,97.73087
125,89.28146,94.190094,97.73594
126,89.24134,94.17909,97.77393
127,89.29043,94.20201,97.76823
128,89.28975,94.20201,97.73111
129,89.28975,94.17524,97.741234
130,89.2317,94.15232,97.74486
131,89.22907,94.13091,97.76846
132,89.226456,94.16642,97.766045
133,89.226456,94.16642,97.749916
134,89.183014,94.181274,97.799774
135,89.233406,94.19235,97.77298
136,89.252815,94.18361,97.76468
137,89.254135,94.17798,97.76397
138,89.27274,94.18662,97.76737
139,89.246475,94.17735,97.71486
140,89.266525,94.16584,97.736984
141,89.27398,94.15986,97.74112
142,89.29816,94.15689,97.73893
143,89.27687,94.16597,97.710724
144,89.256004,94.17154,97.720245
145,89.24524,94.15585,97.70439
146,89.272736,94.13232,97.71272
147,89.27606,94.15909,97.73674
148,89.29638,94.1871,97.72123
149,88.9445,94.22017,97.72354
150,89.183846,94.172134,97.70478
151,89.19743,94.171486,97.691055
152,89.19059,94.17137,97.67611
153,89.24838,94.17281,97.67389
154,88.85984,94.18246,97.68102
155,89.09228,94.19423,97.719765
156,89.12171,94.19854,97.7203
157,89.1311,94.17313,97.75481
158,89.22356,94.14685,97.73292
159,89.21499,94.14629,97.75005
160,89.24996,94.14539,97.72187
161,89.26322,94.13985,97.72607
162,89.246796,94.14197,97.72607
163,89.25245,94.13656,97.67273
164,89.24154,94.109886,97.70178
165,89.25681,94.13321,97.67949
166,89.287094,94.13552,97.71982
167,89.27266,94.13321,97.70264
168,89.24172,94.12844,97.68081
169,89.21421,94.12556,97.70264
170,89.19494,94.10643,97.67715
171,88.869316,94.143364,97.64153
172,88.83193,94.14469,97.60038
173,89.04272,94.125656,97.61702
174,89.13763,94.12183,97.620445
175,88.864395,94.1559,97.63903
176,89.07167,94.14909,97.662796
177,89.14447,94.14784,97.67477
178,89.17922,94.146675,97.67819
179,89.21119,94.14122,97.694
180,89.24311,94.13559,97.718864
181,89.283066,94.16351,97.68718
182,89.29305,94.169334,97.689026
183,89.27731,94.19333,97.69445
184,89.297195,94.19323,97.719635
185,89.25838,94.19323,97.71917
186,89.2835,94.19244,97.699715
187,89.24494,94.17031,97.72644
188,89.239075,94.15371,97.698425
189,89.208664,94.16707,97.707146
190,88.936516,94.17921,97.70728
191,89.10759,94.16437,97.68102
192,89.17539,94.15281,97.68024
193,88.94796,94.1983,97.73005
194,88.89446,94.206604,97.70672
195,89.09662,94.1933,97.70168
196,89.212685,94.16531,97.71621
197,89.25573,94.169655,97.73296
198,89.27791,94.170074,97.699394
199,89.26081,94.14899,97.68605
200,89.286255,94.17883,97.69848
201,89.26226,94.18284,97.69011
202,89.29564,94.19084,97.669014
203,89.319885,94.18938,97.71279
204,89.29561,94.16575,97.71684
205,89.28265,94.180435,97.69912
206,88.92124,94.1799,97.66774
207,89.1206,94.138626,97.69314
208,89.16144,94.138145,97.64538
209,89.19041,94.1763,97.72597
210,89.22243,94.19053,97.744606
211,89.23926,94.19989,97.72801
212,88.96634,94.19663,97.732445
213,88.942055,94.18983,97.72161
214,89.095184,94.204994,97.70447
215,89.13776,94.22075,97.70175
216,88.98426,94.220924,97.73653
217,88.95852,94.19185,97.69656
218,89.10276,94.196335,97.70728
219,89.21093,94.207245,97.745346
220,89.27642,94.2229,97.753525
