,ROI_1,ROI_2,ROI_3
0,93.43018,91.91879,93.510796
1,93.43018,91.91879,93.510796
2,93.43125,91.92311,93.484924
3,93.434135,91.912476,93.517265
4,93.41367,91.92682,93.541374
5,93.39872,91.90783,93.52221
6,93.40452,91.8967,93.488434
7,93.39619,91.91616,93.507996
8,93.40342,91.90976,93.4989
9,93.38997,91.9005,93.48305
10,93.38829,91.88512,93.46422
11,93.36965,91.88114,93.47607
12,93.364655,91.87016,93.435
13,93.353195,91.886826,93.48482
14,93.35769,91.87542,93.473625
15,93.3724,91.87698,93.44357
16,93.378555,91.869064,93.42978
17,93.38781,91.87346,93.43231
18,93.397934,91.867935,93.44627
19,93.395706,91.85242,93.46069
20,93.39711,91.87227,93.45451
21,93.393234,91.90314,93.49184
22,93.41824,91.91635,93.47669
23,93.415955,91.9348,93.51333
24,93.41666,91.9453,93.541626
25,93.429306,91.94542,93.524704
26,93.43093,91.95354,93.53501
27,93.4297,91.95617,93.52585
28,93.43568,91.94589,93.52113
29,93.42848,91.953964,93.53257
30,93.425735,91.944855,93.5275
31,93.406975,91.93562,93.51017
32,93.41295,91.9193,93.4913
33,93.412605,91.917336,93.473885
34,93.401535,91.91791,93.47165
35,93.393486,91.90984,93.48272
36,93.38624,91.90867,93.49532
37,93.39962,91.88466,93.465836
38,93.385544,91.89235,93.48135
39,93.40256,91.903145,93.45503
40,93.41036,91.91362,93.46861
41,93.40395,91.90211,93.47592
42,93.38976,91.895706,93.506485
43,93.38878,91.88913,93.474556
44,93.38599,91.87522,93.47316
45,93.37642,91.88159,93.49897
46,93.36752,91.87093,93.50276
47,93.38001,91.864456,93.481804
48,93.38071,91.86293,93.44759
49,93.38164,91.86261,93.44477
50,93.383194,91.864586,93.47566
51,93.382706,91.865616,93.451385
52,93.3683,91.87623,93.46501
53,93.38345,91.86563,93.47798
54,93.37588,91.88201,93.4657
55,93.37962,91.903656,93.49243
56,93.390015,91.88333,93.48869
57,93.394005,91.88417,93.4851
58,93.39392,91.88174,93.485886
59,93.40193,91.90312,93.49911
60,93.392075,91.903496,93.51013
61,93.4033,91.90731,93.50719
62,93.4306,91.91988,93.50718
63,93.428825,91.938065,93.5401
64,93.428154,91.94678,93.52998
65,93.44076,91.932785,93.52246
66,93.42044,91.95423,93.52203
67,93.4239,91.94995,93.52554
68,93.45762,91.953354,93.53853
69,93.461,91.95911,93.545456
70,93.465416,91.957535,93.55287
71,93.45734,91.94704,93.546616
72,93.45298,91.937164,93.56124
73,93.45526,91.944336,93.514496
74,93.443855,91.93802,93.50066
75,93.43801,91.933525,93.49131
76,93.439,91.92871,93.513306
77,93.43941,91.91666,93.52675
