,ROI_1,ROI_2,ROI_3
0,92.10842,86.778046,93.282295
1,92.13546,86.77804,93.282295
2,92.13695,86.76667,93.29237
3,92.14128,86.762276,93.32877
4,92.13892,86.73779,93.31993
5,92.1332,86.74387,93.31735
6,92.14261,86.74249,93.35397
7,92.125206,86.76699,93.31722
8,92.12019,86.76541,93.34716
9,92.12706,86.7666,93.34144
10,92.137856,86.757385,93.33148
11,92.14046,86.737526,93.34563
12,92.14474,86.748955,93.380646
13,92.149765,86.747444,93.35555
14,92.15328,86.73505,93.36047
15,92.154915,86.745705,93.335945
16,92.16289,86.772,93.36403
17,92.14536,86.74841,93.33008
18,92.132904,86.73041,93.302
19,92.125824,86.743675,93.30406
20,92.11674,86.74143,93.27694
21,92.11159,86.734505,93.26343
22,92.11609,86.75246,93.28764
23,92.11376,86.7681,93.29035
24,92.12085,86.762146,93.29439
25,92.119,86.75175,93.32826
26,92.123405,86.778435,93.283615
27,92.11797,86.748405,93.25992
28,92.10768,86.75247,93.27409
29,92.10102,86.7222,93.258156
30,92.10145,86.73554,93.28178
31,92.094765,86.76473,93.231476
32,92.103424,86.74405,93.30211
33,92.10519,86.75475,93.29962
34,92.12091,86.77603,93.30551
35,92.131096,86.7808,93.317955
36,92.140335,86.77624,93.329124
37,92.14442,86.77921,93.31887
38,92.14688,86.77549,93.31843
39,92.14919,86.78295,93.3284
40,92.16553,86.79195,93.34147
41,92.17724,86.82047,93.34784
42,92.19216,86.804,93.42198
43,92.20199,86.79209,93.4874
44,92.20783,86.80534,93.43227
45,92.20298,86.81301,93.37899
46,92.19968,86.8014,93.38008
47,92.19792,86.78743,93.39545
48,92.20564,86.77009,93.38472
49,92.201546,86.78445,93.35948
50,92.201065,86.79892,93.35573
51,92.212234,86.79987,93.38135
52,92.19468,86.78517,93.344696
53,92.18717,86.77268,93.32194
54,92.17673,86.75463,93.336624
55,92.18728,86.74724,93.343216
56,92.18643,86.72966,93.34698
57,92.19028,86.71491,93.34589
58,92.187294,86.72888,93.36352
59,92.1804,86.71318,93.35076
60,92.18676,86.75294,93.35272
61,92.18445,86.7439,93.34829
62,92.183044,86.727844,93.37195
63,92.1861,86.71606,93.34533
64,92.18686,86.741394,93.329414
65,92.1863,86.732376,93.339355
66,92.1822,86.74079,93.34007
67,92.17938,86.755936,93.32333
68,92.1788,86.76896,93.317055
69,92.17223,86.7666,93.3087
70,92.18053,86.76688,93.26086
71,92.18167,86.7528,93.2874
72,92.18025,86.72501,93.27458
73,92.18057,86.727196,93.28688
74,92.18422,86.72766,93.28911
75,92.1887,86.724785,93.28803
76,92.19717,86.72728,93.31096
77,92.18908,86.71233,93.29869
78,92.1868,86.71281,93.28496
79,92.179596,86.7243,93.31131
80,92.177986,86.69701,93.284805
81,92.164566,86.697876,93.28511
82,92.169525,86.68732,93.296906
83,92.176636,86.69568,93.30821
84,92.17211,86.66997,93.327446
85,92.1724,86.696396,93.32684
86,92.16694,86.69829,93.31644
87,92.175964,86.711296,93.30037
88,92.16317,86.70937,93.2823
89,92.16317,86.70937,93.2823
90,92.157974,86.71003,93.2946
91,92.15388,86.69822,93.28013
92,92.15715,86.71342,93.29824
93,92.14405,86.710884,93.27095
94,92.146255,86.715195,93.27848
95,92.143105,86.71453,93.25952
96,92.14614,86.72842,93.29784
97,92.149635,86.74169,93.297295
98,92.15011,86.74169,93.30177
99,92.149124,86.73789,93.31755
100,92.15408,86.76673,93.311386
101,92.15315,86.75979,93.33035
102,92.14835,86.74304,93.336266
103,92.14633,86.732574,93.2986
104,91.98124,86.61178,93.462555
105,92.0874,86.7165,93.29799
106,92.08887,86.7003,93.32916
107,92.10064,86.70033,93.32333
108,92.10406,86.70471,93.30197
109,92.10672,86.70671,93.296265
110,92.109375,86.70145,93.311005
111,92.11962,86.69105,93.326965
112,92.11468,86.69367,93.32074
113,92.09672,86.65125,93.30285
114,92.098526,86.655876,93.31298
115,92.1027,86.62362,93.27111
116,92.10435,86.61758,93.246765
117,92.1165,86.62205,93.23956
118,92.100945,86.626526,93.23251
119,92.09079,86.62659,93.24126
120,92.09435,86.632935,93.24764
121,92.09846,86.62611,93.250824
122,92.08881,86.6287,93.22111
123,92.08891,86.64339,93.212814
124,92.085526,86.65577,93.2045
125,92.09376,86.65522,93.231804
126,92.09919,86.67226,93.21651
127,92.098755,86.667885,93.242065
128,92.09809,86.65595,93.25625
129,92.09155,86.65595,93.244385
130,92.098854,86.65942,93.2164
131,92.104164,86.682915,93.21225
132,92.10576,86.680984,93.238075
133,92.1029,86.6957,93.21135
134,92.097015,86.68528,93.20633
135,92.103714,86.67795,93.25397
136,92.11313,86.68652,93.25184
137,92.107216,86.66307,93.24815
138,92.095825,86.63825,93.24139
139,92.08786,86.62929,93.25459
140,92.084175,86.6416,93.22973
141,92.08545,86.644325,93.24487
142,92.10835,86.67138,93.26642
143,92.115555,86.674576,93.272865
144,92.117966,86.66923,93.27465
145,92.10998,86.6558,93.248245
146,92.09358,86.653725,93.23459
147,92.10111,86.62909,93.26897
148,92.098076,86.64326,93.27171
149,92.10284,86.63931,93.277695
150,92.10271,86.64579,93.28383
151,92.11793,86.639465,93.32948
152,92.13547,86.65105,93.37698
153,92.14088,86.67191,93.39943
154,92.14651,86.66737,93.40883
155,92.15071,86.669174,93.401245
156,92.15206,86.67088,93.398735
157,92.15263,86.66969,93.40909
158,92.15943,86.67704,93.414635
159,92.16165,86.67385,93.43295
160,92.16926,86.67264,93.43277
161,92.16415,86.66139,93.45566
162,92.15979,86.66649,93.4337
163,92.159935,86.665474,93.41933
164,92.16374,86.671074,93.4237
165,92.17297,86.68668,93.43515
166,92.165054,86.67903,93.39367
167,92.1606,86.671844,93.37129
168,92.15341,86.675865,93.38108
169,92.14032,86.67695,93.36133
170,92.14302,86.67869,93.377686
171,92.1492,86.68225,93.37135
172,92.141754,86.64533,93.34164
173,92.128494,86.644485,93.365875
174,92.128494,86.65852,93.35043
175,92.12536,86.675514,93.320145
176,92.118416,86.66144,93.33394
177,92.13021,86.68559,93.37906
178,92.13021,86.68559,93.37906
179,92.13087,86.68959,93.335434
180,92.11411,86.68877,93.329605
181,92.10143,86.67739,93.32388
182,92.09151,86.66347,93.29364
183,92.08659,86.66962,93.25268
184,92.08492,86.68268,93.24182
185,92.088165,86.68281,93.23962
186,92.090744,86.665115,93.22572
187,92.11523,86.69004,93.245804
188,92.11931,86.68672,93.271774
189,92.107216,86.69918,93.26112
190,92.1223,86.69805,93.26862
191,92.124794,86.713776,93.24823
192,92.14431,86.71106,93.252106
193,92.17135,86.72777,93.29759
194,92.167,86.75685,93.33542
195,92.16576,86.73112,93.36638
196,92.15951,86.75814,93.377556
197,92.16597,86.76889,93.35817
198,92.17715,86.77106,93.34357
199,92.16619,86.75909,93.33534
200,92.167145,86.77472,93.32687
201,92.15382,86.74925,93.300766
202,92.14012,86.72135,93.27863
203,92.11349,86.69794,93.24028
204,92.10676,86.66431,93.21599
205,92.10155,86.667336,93.206894
206,92.1,86.68635,93.222435
207,92.092125,86.66922,93.2106
208,92.092766,86.651985,93.19
209,92.08703,86.65283,93.181885
210,92.0895,86.66742,93.19403
211,92.0943,86.67168,93.17241
212,92.09503,86.68528,93.18184
213,92.09424,86.67028,93.19525
214,92.09133,86.68077,93.20476
215,92.084816,86.6875,93.2208
216,92.0911,86.68562,93.263885
217,92.091064,86.68077,93.274475
218,92.08858,86.65465,93.23546
219,92.08986,86.68579,93.22485
220,92.08812,86.69108,93.24473
221,92.08196,86.67855,93.21969
222,92.07067,86.67401,93.23469
223,92.080894,86.68302,93.24651
224,92.08359,86.68481,93.23166
225,92.08295,86.68429,93.24419
226,92.085594,86.66658,93.259186
227,92.08646,86.66598,93.23753
228,92.09933,86.63542,93.23372
229,92.09933,86.63542,93.23372
230,92.10862,86.6201,93.21743
231,92.11966,86.624756,93.2767
232,92.128136,86.618866,93.29642
233,92.14273,86.658516,93.29297
234,92.16986,86.69342,93.31938
235,92.171555,86.698425,93.32713
236,92.169945,86.697426,93.32924
237,92.16627,86.69474,93.30086
238,92.16476,86.69432,93.31253
239,92.16124,86.69584,93.30994
240,92.17321,86.68211,93.28676
241,92.177124,86.67971,93.3004
242,92.17927,86.65475,93.28369
243,92.18211,86.65671,93.30365
244,92.18447,86.65457,93.33495
245,92.18463,86.68957,93.30429
246,92.181725,86.67348,93.32277
247,92.1785,86.68344,93.31662
248,92.183754,86.689766,93.32718
249,92.18495,86.68544,93.34723
250,92.18544,86.70217,93.3436
251,92.19504,86.70752,93.34775
252,92.20204,86.70436,93.34674
253,92.19249,86.70607,93.33571
254,92.18792,86.6876,93.32036
255,92.19944,86.68622,93.31233
256,92.195076,86.70187,93.33862
257,92.19543,86.708694,93.322784
258,92.20715,86.72981,93.3914
259,92.216194,86.73659,93.40248
260,92.20268,86.70869,93.35355
261,92.1983,86.71594,93.354904
262,92.2034,86.71287,93.32802
263,92.19573,86.70187,93.3022
264,92.181465,86.70187,93.30402
265,92.1761,86.683014,93.313965
266,92.17988,86.68539,93.2767
267,92.1801,86.685524,93.27878
268,92.190994,86.699905,93.2769
269,92.19717,86.70406,93.28731
270,92.20484,86.71421,93.30151
271,92.21061,86.71507,93.325325
272,92.22315,86.72406,93.33522
273,92.22694,86.7057,93.3439
274,92.22655,86.71885,93.333
275,92.22979,86.7103,93.35489
276,92.237915,86.72493,93.35263
277,92.25161,86.72267,93.333694
278,92.26487,86.730606,93.30414
279,92.270164,86.72703,93.33432
280,92.28469,86.72767,93.37884
281,92.27805,86.74456,93.407135
282,92.2646,86.75239,93.35931
283,92.25799,86.74316,93.347084
284,92.256325,86.76089,93.34014
285,92.254654,86.77718,93.321365
286,92.22979,86.74074,93.31988
287,92.21824,86.74582,93.300995
288,92.2188,86.71965,93.29005
289,92.20707,86.69041,93.29297
290,92.20707,86.69041,93.29297
291,92.2028,86.71378,93.29462
292,92.20758,86.72084,93.29776
293,92.20687,86.71965,93.31601
294,92.21025,86.71739,93.32625
295,92.22317,86.712296,93.36812
296,92.23043,86.70915,93.351395
297,92.2359,86.71883,93.35875
298,92.23443,86.724236,93.35895
299,92.234634,86.724236,93.3265
300,92.2339,86.724236,93.317215
301,92.237274,86.7519,93.35814
302,92.226814,86.73877,93.36163
303,92.23678,86.74343,93.4038
304,92.2452,86.750656,93.39338
305,92.23416,86.761696,93.39322
306,92.22713,86.746086,93.40198
307,92.21768,86.746765,93.38344
308,92.20316,86.72949,93.34033
309,92.18589,86.71956,93.33891
310,92.18632,86.71598,93.342354
311,92.17945,86.71598,93.324
312,92.17322,86.721436,93.334946
313,92.178444,86.709236,93.34224
314,92.18868,86.73177,93.35602
315,92.19652,86.72851,93.36493
316,92.195885,86.71682,93.39278
317,92.19372,86.70674,93.36235
318,92.1872,86.67701,93.36533
319,92.18459,86.68975,93.370285
320,92.20594,86.701935,93.3376
321,92.20667,86.70104,93.38493
322,92.21479,86.72027,93.37225
323,92.21261,86.75164,93.378784
324,92.20155,86.75944,93.36096
325,92.18123,86.72746,93.33307
326,92.15726,86.71633,93.30736
327,92.15288,86.70617,93.30252
328,92.140045,86.66389,93.29944
329,92.1306,86.633,93.31732
330,92.127716,86.65014,93.287186
331,92.11786,86.642265,93.26586
332,92.11988,86.64902,93.24718
333,92.12016,86.64755,93.238396
334,92.12854,86.64912,93.22575
335,92.12598,86.67647,93.223495
336,92.125336,86.66329,93.21887
337,92.130684,86.67593,93.24263
338,92.13154,86.66539,93.25344
339,92.11508,86.626625,93.2511
340,92.12423,86.64281,93.24154
341,92.12134,86.623924,93.219574
342,92.12032,86.62076,93.21137
343,92.116035,86.62882,93.19896
344,92.11212,86.60498,93.20222
345,92.12081,86.60498,93.19591
346,92.1104,86.62011,93.21268
347,92.11434,86.602905,93.20848
348,92.11377,86.620834,93.21727
349,92.114044,86.620384,93.23626
350,92.105644,86.6006,93.23647
351,92.10337,86.59887,93.25249
352,92.10455,86.59722,93.2328
353,92.102554,86.61123,93.219666
354,92.146164,86.64245,93.25563
355,92.16545,86.67036,93.282005
356,92.1692,86.69029,93.314415
357,92.1692,86.69029,93.314415
358,92.191315,86.718864,93.33913
359,92.189095,86.72611,93.30539
360,92.19108,86.75079,93.29582
361,92.17923,86.75193,93.28685
362,92.18032,86.74894,93.29848
363,92.17684,86.74894,93.30849
364,92.18138,86.75436,93.30127
365,92.19768,86.75079,93.296555
366,92.2051,86.77144,93.341034
367,92.21407,86.77265,93.329636
368,92.21003,86.76481,93.35783
369,92.21144,86.765205,93.39447
370,92.205444,86.76151,93.37228
371,92.19229,86.77248,93.35926
372,92.18398,86.76843,93.33392
373,92.17346,86.76685,93.311066
374,92.17184,86.768364,93.32777
375,92.16473,86.745895,93.31943
376,92.1538,86.724495,93.33192
377,92.14502,86.73175,93.32701
378,92.14941,86.73655,93.32062
379,92.152374,86.73088,93.31015
380,92.15347,86.736984,93.30898
381,92.156624,86.71837,93.32558
382,92.14794,86.72334,93.31354
383,92.12542,86.69513,93.30198
