,ROI_1,ROI_2,ROI_3
0,92.71805,92.03617,93.62712
1,92.714905,92.0322,93.62265
2,92.71141,92.02092,93.60907
3,92.710205,92.001625,93.60725
4,92.70069,92.03836,93.62697
5,92.68553,92.03007,93.622536
6,92.68755,91.99609,93.59442
7,92.681175,92.03784,93.61486
8,92.67904,92.0058,93.59608
9,92.6689,91.99187,93.583855
10,92.664345,91.973946,93.56663
11,92.65356,91.99267,93.57492
12,92.64527,91.96687,93.54672
13,92.641945,92.00577,93.56854
14,92.64515,91.9969,93.57192
15,92.65065,91.97741,93.54795
16,92.654015,91.97333,93.536
17,92.663895,91.98121,93.551056
18,92.66895,91.97968,93.555565
19,92.66109,91.965065,93.562584
20,92.66609,91.97581,93.56294
21,92.67437,92.01594,93.594376
22,92.69192,92.0088,93.598885
23,92.69748,92.04638,93.63294
24,92.70234,92.05169,93.65713
25,92.70921,92.03466,93.63333
26,92.71013,92.0448,93.63524
27,92.70832,92.07156,93.65146
28,92.707184,92.04682,93.62265
29,92.70531,92.07053,93.64193
30,92.705414,92.0695,93.64408
31,92.69192,92.0598,93.61424
32,92.69017,92.02231,93.58504
33,92.68966,92.0103,93.58845
34,92.679726,92.003426,93.58682
35,92.6741,92.0167,93.619675
36,92.67471,92.02676,93.60966
37,92.67755,91.98311,93.57619
38,92.67486,92.013336,93.58846
39,92.686874,91.997696,93.56553
40,92.69105,92.00852,93.5846
41,92.68462,91.99716,93.57377
42,92.67465,92.01472,93.594986
43,92.66719,91.98651,93.565285
44,92.6608,91.96812,93.57174
45,92.65802,91.99525,93.59151
46,92.65095,91.99844,93.59172
47,92.65334,91.96688,93.575226
48,92.6532,91.9662,93.56467
49,92.65331,91.96363,93.562355
50,92.65238,91.96359,93.56804
51,92.6501,91.96091,93.553734
52,92.645195,91.99634,93.55399
53,92.6572,91.97484,93.55896
54,92.65535,92.00071,93.56508
55,92.658775,92.02075,93.569016
56,92.659164,91.994736,93.55193
57,92.66295,91.985344,93.558365
58,92.66277,91.98687,93.55982
59,92.67289,92.000496,93.56648
60,92.66913,92.017136,93.5662
61,92.68249,92.03523,93.59192
62,92.701836,92.02095,93.59349
63,92.70848,92.04817,93.6239
64,92.70962,92.050735,93.62753
65,92.71212,92.02695,93.62647
66,92.7072,92.072815,93.6283
67,92.71304,92.0819,93.64114
68,92.732735,92.053566,93.64591
69,92.734665,92.06208,93.642845
70,92.7371,92.053154,93.63836
71,92.73205,92.04413,93.63758
72,92.73165,92.03661,93.63916
73,92.728195,92.035904,93.62213
74,92.720726,92.02441,93.61567
75,92.71449,92.0178,93.60949
76,92.715355,92.021515,93.61067
77,92.71581,92.022766,93.62189
78,92.71451,92.02632,93.61323
79,92.72049,92.03073,93.62568
80,92.72483,92.05043,93.64603
81,92.72315,92.05276,93.641594
82,92.720436,92.01744,93.61573
83,92.72252,92.02574,93.61625
84,92.72987,92.02922,93.613174
85,92.73147,92.03148,93.61642
86,92.72377,92.028175,93.59683
87,92.71936,92.023796,93.58822
88,92.72359,92.03661,93.59682
89,92.7289,92.04147,93.60391
90,92.73591,92.04986,93.60334
91,92.74233,92.04331,93.611404
92,92.74233,92.04331,93.611404
93,92.75419,92.05289,93.63765
94,92.758484,92.10229,93.66939
95,92.75269,92.07567,93.63164
96,92.747635,92.067474,93.634834
97,92.73495,92.05927,93.61801
98,92.732666,92.05473,93.61884
99,92.73099,92.05866,93.6139
100,92.7307,92.05637,93.60753
101,92.72909,92.058235,93.60725
102,92.72982,92.05637,93.60463
103,92.73126,92.05108,93.62323
104,92.73773,92.066475,93.63014
105,92.74797,92.102745,93.652084
106,92.7645,92.0823,93.646965
107,92.76178,92.09329,93.64614
108,92.757935,92.0887,93.64925
109,92.75519,92.08879,93.63755
110,92.75042,92.079704,93.64054
111,92.7437,92.07615,93.636154
112,92.736176,92.07073,93.62871
113,92.72937,92.0663,93.62
114,92.71771,92.05414,93.614494
115,92.71336,92.056244,93.6056
116,92.71229,92.05326,93.601295
117,92.71368,92.04706,93.60906
118,92.71578,92.051926,93.61093
119,92.71704,92.04865,93.608215
120,92.71704,92.04865,93.608215
121,92.73533,92.06485,93.62845
122,92.73534,92.06222,93.62817
123,92.73534,92.06222,93.62817
124,92.74114,92.07653,93.63981
125,92.74248,92.0786,93.630486
126,92.741104,92.11579,93.653915
127,92.73808,92.085915,93.619255
128,92.74659,92.09308,93.647156
129,92.74681,92.086555,93.64903
130,92.749214,92.09928,93.65537
131,92.747185,92.0957,93.65992
132,92.740326,92.09374,93.638596
133,92.74463,92.09597,93.63614
134,92.748116,92.09712,93.64178
135,92.74696,92.096436,93.63768
136,92.745255,92.09415,93.65093
137,92.74194,92.09167,93.64527
138,92.73988,92.087234,93.64206
139,92.7399,92.08653,93.64856
140,92.73971,92.086685,93.6596
141,92.74649,92.10101,93.65773
142,92.746864,92.10667,93.65255
143,92.74337,92.102356,93.65908
144,92.759766,92.11609,93.6713
145,92.7724,92.13161,93.68297
146,92.78158,92.13216,93.68852
147,92.78102,92.12645,93.69167
148,92.77976,92.1198,93.69615
149,92.76394,92.10764,93.689545
150,92.756676,92.10667,93.68297
151,92.748695,92.09745,93.67468
152,92.743675,92.092255,93.66774
153,92.73698,92.07229,93.651855
154,92.73012,92.06596,93.64615
155,92.7306,92.051575,93.63778
156,92.72791,92.05276,93.64044
157,92.727104,92.052666,93.63588
158,92.73197,92.05417,93.64107
159,92.74273,92.06886,93.64257
160,92.745636,92.10534,93.66905
161,92.75221,92.08964,93.66087
162,92.755905,92.08782,93.64631
163,92.76352,92.09348,93.65115
164,92.7681,92.092674,93.65573
165,92.76402,92.11969,93.66778
166,92.75787,92.08688,93.654076
167,92.76011,92.098305,93.65315
168,92.75335,92.08699,93.64278
169,92.755135,92.08702,93.63284
170,92.754684,92.08427,93.634026
171,92.75543,92.08216,93.62714
172,92.762314,92.08733,93.62892
173,92.77035,92.08319,93.65272
174,92.77427,92.08727,93.65731
175,92.77668,92.08869,93.65383
176,92.77964,92.130226,93.67034
177,92.793,92.10514,93.67794
178,92.794136,92.149345,93.7018
179,92.79491,92.111725,93.67487
180,92.786804,92.141205,93.69941
181,92.79635,92.116615,93.68103
182,92.795555,92.126884,93.67568
183,92.7802,92.11048,93.66503
184,92.7806,92.106766,93.66262
185,92.76588,92.08886,93.659874
186,92.76133,92.07732,93.64798
187,92.76021,92.071365,93.64095
188,92.762474,92.07241,93.65249
189,92.75895,92.06331,93.641304
190,92.75926,92.07296,93.6398
191,92.75906,92.07034,93.63629
192,92.758736,92.06814,93.63051
193,92.762634,92.0799,93.63583
194,92.766556,92.0749,93.644356
195,92.77828,92.08947,93.66412
196,92.78562,92.09304,93.67613
197,92.786835,92.106346,93.66843
198,92.78069,92.09948,93.66653
199,92.77551,92.09685,93.65731
200,92.77569,92.0964,93.657166
201,92.76427,92.105446,93.67923
202,92.7589,92.07883,93.654495
203,92.75924,92.08433,93.64762
204,92.76123,92.09666,93.64842
205,92.760056,92.10512,93.655396
206,92.77096,92.117516,93.67031
207,92.77459,92.12015,93.66472
208,92.772575,92.13681,93.66278
209,92.76764,92.14474,93.64556
210,92.75967,92.13354,93.63912
211,92.74817,92.11782,93.640724
212,92.74035,92.12425,93.64928
213,92.741516,92.12775,93.65378
214,92.74087,92.12021,93.64567
215,92.74189,92.11822,93.64205
216,92.74149,92.12167,93.63368
217,92.736,92.113,93.62591
218,92.73536,92.09581,93.6302
219,92.74312,92.10306,93.631676
220,92.745255,92.1095,93.621925
221,92.75097,92.106476,93.6283
222,92.74092,92.0952,93.60298
223,92.73616,92.0898,93.6092
224,92.73628,92.08425,93.61115
225,92.736115,92.083565,93.61162
226,92.7345,92.08599,93.60476
227,92.73336,92.088875,93.60573
228,92.72918,92.09763,93.60177
229,92.73489,92.108055,93.59853
230,92.7361,92.10013,93.61539
231,92.729645,92.09105,93.607185
232,92.730736,92.09793,93.60306
233,92.72107,92.094604,93.6019
234,92.71502,92.08431,93.602974
235,92.71747,92.063774,93.62173
236,92.70798,92.04527,93.5963
237,92.69879,92.03816,93.60013
238,92.70737,92.0334,93.59373
239,92.71185,92.04257,93.60763
240,92.71198,92.03507,93.6094
241,92.70589,92.03078,93.60375
242,92.71198,92.03495,93.61574
243,92.705215,92.0268,93.61512
244,92.69877,92.017624,93.61739
245,92.69969,92.017975,93.62119
246,92.70208,92.01189,93.628746
247,92.70878,92.024574,93.636986
248,92.71177,92.03892,93.63423
249,92.7109,92.04702,93.63017
250,92.7057,92.03317,93.623245
251,92.70331,92.02387,93.61746
252,92.7085,92.01251,93.62593
253,92.70573,92.01185,93.61414
254,92.70746,92.01094,93.60986
255,92.70792,92.01396,93.619286
256,92.7046,92.008286,93.615845
257,92.69883,92.00388,93.602875
258,92.69993,91.997185,93.59846
259,92.70105,91.99964,93.60728
260,92.7064,92.00786,93.6224
261,92.7125,92.01525,93.62862
262,92.71803,92.01506,93.63613
263,92.717606,92.01304,93.65668
264,92.7268,92.01127,93.67287
265,92.72179,92.025925,93.67901
266,92.724106,92.01615,93.69498
267,92.711784,92.00969,93.68085
268,92.70587,92.01741,93.66863
269,92.70174,92.016205,93.67234
270,92.70311,92.00974,93.69134
271,92.703606,91.99718,93.69929
272,92.703896,92.00226,93.69256
273,92.70478,92.00342,93.69684
274,92.69761,91.994995,93.681206
275,92.69681,92.00122,93.68304
276,92.707825,92.02612,93.693016
277,92.713615,92.02794,93.70168
278,92.709496,92.02607,93.70664
279,92.71432,92.033875,93.71154
280,92.71286,92.03056,93.69801
281,92.69993,92.019775,93.66617
282,92.69678,92.02159,93.65465
283,92.69145,92.0144,93.644325
284,92.688416,92.00997,93.63938
285,92.68876,92.0063,93.64131
286,92.69286,92.00289,93.62873
287,92.70231,92.01748,93.63114
288,92.703575,92.01383,93.624565
289,92.70403,92.00501,93.627914
290,92.70872,92.00281,93.630394
291,92.71007,92.00696,93.61085
292,92.70499,92.00764,93.60461
293,92.711945,92.01097,93.60651
294,92.7173,92.02211,93.59614
295,92.72562,92.021706,93.593796
296,92.7312,92.02706,93.590324
297,92.73115,92.02752,93.59129
298,92.72873,92.02912,93.58873
299,92.72384,92.02947,93.58175
300,92.71926,92.021255,93.57911
301,92.71926,92.021255,93.57911
302,92.71483,92.020096,93.58626
303,92.70025,92.011566,93.568436
304,92.692215,92.00259,93.562195
305,92.68719,92.00425,93.557396
306,92.69065,92.01609,93.56411
307,92.694885,92.01364,93.5677
308,92.69241,92.015854,93.56884
309,92.684105,92.00456,93.55991
310,92.69035,92.0083,93.578606
311,92.70274,92.0111,93.58771
312,92.71141,92.01464,93.598564
313,92.71658,92.021,93.59511
314,92.72491,92.026115,93.60069
315,92.722176,92.02367,93.59787
316,92.71935,92.01668,93.57908
317,92.72366,92.01829,93.59719
318,92.72325,92.02239,93.598564
319,92.72259,92.01966,93.59334
320,92.715866,92.015015,93.596664
321,92.715,92.014626,93.591156
322,92.71655,92.0172,93.597305
323,92.7136,92.01567,93.5839
324,92.71789,92.01839,93.59958
325,92.72689,92.01949,93.59425
326,92.72826,92.01774,93.60174
327,92.72051,92.0105,93.5938
328,92.715996,92.01064,93.586296
329,92.71774,92.01577,93.58628
330,92.71732,92.00992,93.58852
331,92.72075,92.00894,93.59934
332,92.72566,92.0234,93.60465
333,92.71926,92.03028,93.592155
334,92.71926,92.03028,93.592155
335,92.710754,92.027824,93.5801
336,92.70331,92.022064,93.565735
337,92.704506,92.020004,93.579025
338,92.71283,92.03085,93.58974
339,92.72101,92.0431,93.599
340,92.72937,92.05042,93.62487
341,92.72631,92.04464,93.61972
342,92.71632,92.039246,93.60332
343,92.70975,92.036964,93.59315
344,92.71043,92.047005,93.59651
345,92.717285,92.05374,93.614456
346,92.71452,92.051125,93.613976
347,92.72055,92.05462,93.63089
