,ROI_1,ROI_2,ROI_3
0,93.295746,88.028694,93.91334
1,93.295746,88.05638,93.91334
2,93.30078,88.04966,93.907104
3,93.31056,88.03855,93.88171
4,93.31898,88.01079,93.8789
5,93.30197,87.97551,93.85733
6,93.29413,87.95969,93.8483
7,93.28709,87.99425,93.85712
8,93.29135,87.970795,93.8533
9,93.29924,87.980286,93.85547
10,93.30792,88.01418,93.87147
11,93.31653,88.01746,93.87564
12,93.31668,88.02072,93.8675
13,93.31185,88.03096,93.879105
14,93.30922,88.03821,93.8819
15,93.30597,88.02136,93.89612
16,93.31057,88.01666,93.90739
17,93.30812,87.99695,93.9039
18,93.309296,88.03681,93.91565
19,93.30183,88.01997,93.91017
20,93.30536,88.03362,93.91379
21,93.30889,88.0487,93.89403
22,93.317055,88.04498,93.90466
23,93.32316,88.05626,93.91235
24,93.318214,88.05568,93.920654
25,93.33921,88.04409,93.9294
26,93.343346,88.04205,93.90678
27,93.34073,88.0587,93.92381
28,93.32778,88.0217,93.90965
29,93.34034,88.04506,93.93034
30,93.35285,88.06949,93.95871
31,93.35335,88.06881,93.95906
32,93.36681,88.09063,93.96156
33,93.361275,88.087524,93.98211
34,93.36661,88.08834,93.96852
35,93.37321,88.10126,93.977036
36,93.3677,88.09085,93.951614
37,93.37218,88.09157,93.963684
38,93.37337,88.08292,93.94328
39,93.378975,88.07376,93.93591
40,93.370285,88.06894,93.93995
41,93.373856,88.050735,93.935486
42,93.37256,88.047485,93.93478
43,93.37338,88.05943,93.939224
44,93.37132,88.0556,93.931335
45,93.373535,88.07439,93.93495
46,93.365295,88.07251,93.94411
47,93.36717,88.06763,93.928024
48,93.366936,88.0797,93.940186
49,93.36961,88.08635,93.951324
50,93.371,88.092834,93.94884
51,93.36994,88.11224,93.97032
52,93.3724,88.121124,93.979675
53,93.368286,88.12361,93.99887
54,93.3698,88.1462,94.00485
55,93.36768,88.158554,93.997696
56,93.364426,88.16388,93.996506
57,93.36675,88.15305,93.999344
58,93.37557,88.16821,93.99838
59,93.37782,88.188034,93.992065
60,93.370766,88.15752,93.99063
61,93.34491,88.121506,93.954666
62,93.326225,88.08064,93.93186
63,93.3222,88.058,93.93191
64,93.321846,88.06142,93.91287
65,93.32143,88.049286,93.9371
66,93.322624,88.0558,93.946594
67,93.3265,88.05182,93.93045
68,93.327065,88.042534,93.93171
69,93.31612,88.04035,93.918015
70,93.314896,88.038635,93.92415
71,93.30298,88.02597,93.922516
72,93.097786,87.8129,93.92313
73,93.25128,87.93425,93.91429
74,93.27376,87.95885,93.91441
75,93.28344,87.96572,93.91826
76,93.29893,87.98189,93.917076
77,93.306946,87.98288,93.91818
78,93.32217,88.00343,93.92581
79,93.315704,88.00452,93.91394
80,93.30805,87.98837,93.8988
81,93.30816,87.97593,93.91115
82,93.30485,87.97682,93.90506
83,93.302444,87.96505,93.894325
84,93.297714,87.96678,93.90448
85,93.08656,87.77687,93.92479
86,93.25171,87.891815,93.908554
87,93.26141,87.915085,93.89075
88,93.28055,87.93102,93.869675
89,93.27489,87.93526,93.87155
90,93.29658,87.97171,93.89581
91,93.29663,87.97343,93.8961
92,93.313286,87.98413,93.90019
93,93.3251,87.998184,93.89639
94,93.1314,87.842094,93.94252
95,93.30102,87.95578,93.94559
96,93.31969,87.98534,93.9565
97,93.32933,88.00636,93.959785
98,93.35228,88.00459,93.96463
99,93.35242,88.028564,93.96093
100,93.35403,88.012024,93.98217
101,93.36394,88.010376,93.996475
102,93.366234,88.0155,93.99144
103,93.36841,88.00575,93.98207
104,93.162575,87.84955,94.01141
105,93.33863,87.96889,94.003784
106,93.34563,87.987816,93.9987
107,93.36214,88.008286,94.01474
108,93.364334,88.032425,94.01085
109,93.37272,88.053986,94.02904
110,93.366585,88.0565,93.99524
111,93.365234,88.05376,94.00602
112,93.37492,88.061676,93.99869
113,93.380974,88.06178,93.99385
114,93.378365,88.07127,93.976585
115,93.37362,88.071075,93.972534
116,93.360535,88.02951,93.950096
117,93.357506,88.00749,93.95184
118,93.352165,87.99986,93.94536
119,93.34515,87.997246,93.936584
120,93.33734,88.00377,93.92706
121,93.34198,88.022644,93.94054
122,93.34999,88.04535,93.94445
123,93.35239,88.02753,93.94367
124,93.351,88.01271,93.95811
125,93.350494,88.03238,93.97447
126,93.35094,88.04535,93.97221
127,93.35698,88.04402,93.98091
128,93.35137,88.035446,93.9616
129,93.34215,88.01306,93.95539
130,93.32821,88.01447,93.93205
131,93.31591,88.01146,93.93686
132,93.3101,88.007126,93.94212
133,93.31169,87.99881,93.94934
134,93.329445,88.00122,93.96281
135,93.33622,87.99947,93.98767
136,93.34556,88.00666,93.98604
137,93.34171,88.002815,93.9816
138,93.34037,88.005295,93.96094
139,93.340126,87.99422,93.96094
140,93.34161,88.0101,93.94294
141,93.3401,88.026,93.93097
142,93.345375,88.036194,93.95738
143,93.340996,88.02019,93.945816
144,93.33566,87.99546,93.9428
145,93.3289,88.00783,93.93872
146,93.32114,88.00574,93.931625
147,93.32406,88.033905,93.9428
148,93.33696,88.061325,93.961334
149,93.114265,87.84532,93.98259
