,ROI_1,ROI_2,ROI_3
0,92.51406,90.55862,92.972694
1,92.51405,90.55862,92.94575
2,92.52786,90.52761,92.94619
3,92.52888,90.48907,92.92709
4,92.53517,90.392525,92.93466
5,92.53749,90.40806,92.926254
6,92.54161,90.384056,92.95066
7,92.55403,90.478615,92.9435
8,92.56238,90.503555,92.95307
9,92.56424,90.52459,92.9467
10,92.57025,90.522064,92.95227
11,92.569176,90.51026,92.958725
12,92.56546,90.4976,92.95116
13,92.56506,90.47393,92.95668
14,92.56557,90.4611,92.93809
15,92.5709,90.51583,92.95263
16,92.57679,90.525604,92.97348
17,92.57004,90.509964,92.96626
18,92.56476,90.4821,92.95615
19,92.55339,90.47095,92.94029
20,92.56053,90.499245,92.9483
21,92.589676,90.48474,92.95688
22,92.62052,90.46221,92.95293
23,92.60072,90.466934,92.94464
24,92.589645,90.45307,92.94022
25,92.581245,90.4253,92.935165
26,92.59485,90.43925,92.95569
27,92.59364,90.42933,92.94565
28,92.59029,90.42032,92.93826
29,92.583755,90.36795,92.956604
30,92.58963,90.389694,92.959465
31,92.58616,90.36473,92.95848
32,92.59079,90.35568,92.95079
33,92.59294,90.35452,92.95704
34,92.59296,90.3673,92.97408
35,92.59964,90.36843,92.98816
36,92.59932,90.38671,92.99655
37,92.593124,90.37686,93.00516
38,92.5806,90.358795,92.964035
39,92.57503,90.3564,92.978096
40,92.57954,90.37108,92.98155
41,92.58063,90.362595,92.99086
42,92.57153,90.361305,92.98181
43,92.56987,90.37428,92.97652
44,92.58049,90.37971,92.97004
45,92.58507,90.39836,92.96323
46,92.59193,90.401024,92.96474
47,92.59262,90.41697,92.97621
48,92.59836,90.400826,92.97905
49,92.60718,90.40417,92.97695
50,92.61406,90.40987,92.9922
51,92.59995,90.39932,92.99295
52,92.60945,90.4086,92.99021
53,92.62994,90.436295,92.99542
54,92.64118,90.44904,93.00621
55,92.62903,90.42414,93.012985
56,92.601974,90.43637,92.99428
57,92.589195,90.45654,92.98553
58,92.589355,90.47257,92.984085
59,92.592575,90.51339,92.985825
60,92.588234,90.51944,92.982605
61,92.5675,90.535675,92.98303
62,92.56409,90.54909,92.96182
63,92.566216,90.56405,92.94064
64,92.55259,90.56976,92.946915
65,92.541565,90.54,92.9462
66,92.534424,90.550125,92.92595
67,92.528,90.55199,92.94133
68,92.52852,90.52373,92.92293
69,92.53026,90.52809,92.93819
70,92.53023,90.503555,92.94501
71,92.53056,90.51231,92.93846
72,92.53054,90.50841,92.948906
73,92.54213,90.50671,92.96415
74,92.54898,90.48456,92.96922
75,92.56101,90.46665,92.965805
76,92.566795,90.45772,92.977844
77,92.56831,90.415825,92.9961
78,92.57287,90.40185,93.004234
79,92.56985,90.39193,93.005295
80,92.57019,90.365814,92.99827
81,92.57503,90.36312,93.02126
82,92.57482,90.385864,93.01501
83,92.58658,90.40782,93.01826
84,92.58783,90.40722,93.034485
85,92.57951,90.39852,93.037285
86,92.579544,90.39958,93.0294
87,92.575745,90.390884,93.02338
88,92.577545,90.3891,93.00467
89,92.5898,90.40367,93.02174
90,92.59269,90.41598,93.01259
91,92.595436,90.41462,93.02129
92,92.59212,90.39561,93.0307
93,92.597374,90.3986,93.0396
94,92.59601,90.4003,93.02315
95,92.59616,90.40234,93.00983
96,92.594955,90.40575,93.02556
97,92.596405,90.40371,93.0367
98,92.60752,90.40857,93.01518
99,92.599945,90.383064,93.02193
100,92.59291,90.383064,92.995255
