,ROI_1,ROI_2,ROI_3
0,94.09734,92.522224,94.39902
1,94.104485,92.51649,94.41896
2,94.10774,92.52645,94.413246
3,94.11181,92.542816,94.41017
4,94.10916,92.55622,94.39914
5,94.10726,92.52884,94.38661
6,94.10834,92.534996,94.389465
7,94.10978,92.50961,94.425705
8,94.11396,92.50627,94.4449
9,94.11197,92.50742,94.43487
10,94.10564,92.49178,94.41889
11,94.10509,92.502914,94.422646
12,94.10328,92.50953,94.41742
13,94.093445,92.50454,94.401024
14,94.09361,92.51012,94.39678
15,94.09265,92.51452,94.40132
16,94.09297,92.52338,94.395134
17,94.09439,92.52671,94.402466
18,94.1039,92.54151,94.43429
19,94.11623,92.55092,94.44523
20,94.11912,92.558235,94.43996
21,94.12209,92.552864,94.442375
22,94.125336,92.56851,94.435776
23,94.123604,92.57296,94.44053
24,94.12531,92.57873,94.437515
25,94.120705,92.57321,94.440926
26,94.12259,92.57996,94.43971
27,94.12682,92.58824,94.44895
28,94.12496,92.57555,94.44669
29,94.11619,92.56882,94.43307
30,94.11022,92.5513,94.435455
31,94.10611,92.56185,94.4188
32,94.1046,92.57163,94.410065
33,94.1031,92.5572,94.41986
34,94.10852,92.57218,94.4157
35,94.11325,92.58875,94.41427
36,94.119545,92.60266,94.40488
37,94.12091,92.611145,94.40001
38,94.12551,92.62098,94.39787
39,94.12043,92.6278,94.39808
40,94.11719,92.61851,94.380806
41,94.11422,92.61277,94.36945
42,94.11599,92.60063,94.378555
43,94.121635,92.58664,94.3821
44,94.12707,92.5787,94.392715
45,94.12963,92.59658,94.39163
46,94.13693,92.599266,94.403824
47,94.1546,92.632324,94.43125
48,94.16043,92.633865,94.43033
49,94.16422,92.63867,94.455536
50,94.16087,92.64149,94.4398
51,94.15744,92.64538,94.43936
52,94.15636,92.63441,94.42057
53,94.15789,92.61917,94.41167
54,94.149025,92.599594,94.40229
55,94.14272,92.59309,94.39059
56,94.14114,92.59125,94.38564
57,94.14114,92.59125,94.38564
