,ROI_1,ROI_2,ROI_3
0,91.21279,90.776924,93.618225
1,91.29437,90.85873,93.69875
2,91.31708,90.81788,93.702484
3,91.33925,90.82937,93.703186
4,91.36833,90.81366,93.729294
5,91.36124,90.83964,93.71441
6,91.39368,90.819855,93.71184
7,91.343956,90.873184,93.72792
8,91.360916,90.82624,93.72969
9,91.34278,90.79915,93.723564
10,91.37595,90.77445,93.74386
11,91.390625,90.74871,93.73419
12,91.17585,91.70304,93.75165
13,91.32944,91.09263,93.77141
14,91.35899,90.978874,93.7578
15,91.36852,90.949715,93.78872
16,91.38338,90.90523,93.776886
17,91.38295,90.900185,93.783966
18,91.407776,90.8996,93.778465
19,91.41446,90.92226,93.77617
20,91.410065,90.909584,93.77791
21,91.19256,91.56354,93.78562
22,91.33709,91.13282,93.77753
23,91.17725,91.70187,93.76521
24,91.18147,91.740005,93.75426
25,91.18375,91.67913,93.76659
26,91.27873,91.276276,93.75946
27,91.185684,91.84503,93.77554
28,91.28047,91.280914,93.75328
29,91.17955,91.78346,93.77258
30,91.18294,91.73241,93.78265
31,91.195076,91.80464,93.78601
32,91.225716,91.31286,93.74307
33,91.26849,91.14665,93.741745
34,91.26323,90.988365,93.68533
35,91.30968,90.641594,93.67897
36,91.29607,90.81015,93.66674
37,91.30287,90.73113,93.66521
38,91.30534,90.70827,93.63251
39,91.28163,90.68602,93.630325
40,91.26816,90.66497,93.62802
41,91.26739,90.69976,93.6216
42,91.26238,90.65945,93.60603
43,91.24723,90.69135,93.61553
44,91.241104,90.72914,93.62193
45,91.23506,90.71397,93.6272
46,91.24048,90.65487,93.64508
47,91.24603,90.692924,93.637344
48,91.253624,90.71299,93.65785
49,91.2404,90.70238,93.64052
50,91.037186,91.65122,93.62225
51,91.198654,91.02901,93.62871
52,91.21805,90.909454,93.616806
53,91.23741,90.859436,93.64491
54,91.06311,91.62685,93.62839
55,91.054794,91.66382,93.622284
56,91.14819,91.21542,93.60866
57,91.18517,91.10347,93.60924
58,91.214264,90.972275,93.63799
59,91.23667,90.94946,93.638176
60,91.241745,90.85253,93.627075
61,91.23328,90.85344,93.634995
62,91.24011,90.868065,93.6392
63,91.23359,90.83304,93.61405
64,91.22812,90.82411,93.618225
