,ROI_1,ROI_2,ROI_3
0,96.52177,86.97317,93.88653
1,96.49533,86.97317,93.91334
2,96.48809,86.962494,93.945694
3,96.496414,86.95892,93.95693
4,96.486046,86.93984,94.01913
5,96.46571,86.93439,93.99956
6,96.41768,86.945305,94.00266
7,96.482765,86.99409,93.91338
8,96.44867,86.96131,93.94404
9,96.48514,86.970314,93.97117
10,96.43084,86.96072,93.97328
11,96.431465,86.950134,93.96842
12,96.435394,86.95537,93.997505
13,96.43656,86.94942,93.99641
14,96.42461,86.95987,94.01295
15,96.44071,86.94393,94.0133
16,96.431816,86.988235,94.02744
17,96.416016,86.95448,93.97465
18,96.44001,86.92047,93.99245
19,96.431915,86.92019,93.97489
20,96.42446,86.92225,93.93153
21,96.43802,86.90324,93.93071
22,96.437996,86.94878,93.90521
23,96.46307,86.95764,93.9145
24,96.46991,86.971794,93.91265
25,96.48774,86.97126,93.918205
26,96.454926,86.98206,93.91162
27,96.44543,86.97994,93.920654
28,96.47548,86.963326,93.91561
29,96.46667,86.94145,93.88338
30,96.460655,86.94719,93.92775
31,96.42916,86.947235,93.92041
32,96.428246,86.93842,93.90578
33,96.44125,86.935715,93.87086
34,96.45635,86.95663,93.90802
35,96.44231,86.96721,93.92638
36,96.4482,86.950066,93.931946
37,96.438614,86.96335,93.921074
38,96.461296,86.94689,93.94754
39,96.50277,86.96222,93.95128
40,96.51423,86.96271,93.9899
41,96.5066,86.990074,93.9899
42,96.51767,87.023056,94.03956
43,96.484215,87.050255,94.13013
44,96.46573,87.08122,94.07478
45,96.474625,87.05819,94.02977
46,96.443474,87.070274,94.033714
47,96.437904,87.05863,93.99935
48,96.44254,87.04409,94.02592
49,96.4471,87.04747,94.01605
50,96.46036,87.03072,94.01555
51,96.478355,87.019615,94.05857
52,96.46954,87.00464,93.99367
53,96.445984,87.00466,94.02046
54,96.41955,86.99199,94.008064
55,96.458496,86.986176,93.99013
56,96.458496,86.952545,93.99013
57,96.43494,86.948944,93.969284
58,96.454124,86.95831,94.008064
59,96.473785,86.964615,93.98038
60,96.456726,86.96016,93.993416
61,96.47372,86.959015,93.942696
62,96.470375,86.95706,93.968025
63,96.470474,86.9438,93.95586
64,96.49629,86.95311,93.939835
65,96.45667,86.962135,93.96664
66,96.46524,86.96037,93.96664
67,96.45202,86.96583,93.94836
68,96.426895,86.94677,93.93643
69,96.42065,86.96132,93.93876
70,96.4272,86.94658,93.92485
71,96.42893,86.960724,93.97846
72,96.41438,86.94828,93.98563
73,96.4253,86.960724,93.988846
74,96.45001,86.960724,93.937
75,96.42358,86.989204,93.9509
76,96.44665,86.974495,93.9767
77,96.45394,86.96134,93.9777
78,96.42627,86.94593,93.98983
79,96.427505,86.945305,93.98516
80,96.46189,86.91674,93.96188
81,96.42069,86.91674,93.90943
82,96.43367,86.890274,93.911194
83,96.428085,86.90437,93.94799
84,96.41982,86.90437,93.92264
85,96.41606,86.90562,93.924095
86,96.41527,86.89144,93.92585
87,96.42552,86.9594,93.9512
88,96.43909,86.94658,93.924095
89,96.43909,86.94658,93.924095
90,96.43325,86.945305,93.92731
91,96.41557,86.89186,93.91633
92,96.441536,86.94685,93.927605
93,96.45579,86.945305,93.91555
94,96.441536,86.918945,93.92783
95,96.45526,86.958954,93.94134
96,96.45009,86.94679,93.92907
97,96.43785,86.96054,93.90351
98,96.425735,86.96054,93.91531
99,96.42892,86.94679,93.94336
100,96.438545,86.96058,93.967415
101,96.45202,86.972,93.97753
102,96.43951,86.957886,94.006454
103,96.42724,86.957886,94.006454
104,96.413475,86.87803,94.109665
105,96.39966,86.97426,93.983826
106,96.38982,86.95933,93.96627
107,96.41423,86.974525,93.961784
108,96.42809,86.96768,93.908104
109,96.41222,86.95819,93.90155
110,96.40083,86.944786,93.90693
111,96.42321,86.930855,93.92981
112,96.41723,86.94499,93.92188
113,96.41977,86.90387,93.88216
114,96.423836,86.90856,93.89512
115,96.37444,86.853134,93.87155
116,96.38169,86.84542,93.932686
117,96.37196,86.85544,93.87629
118,96.382416,86.85578,93.85694
119,96.36483,86.87697,93.84096
120,96.380646,86.9045,93.90648
121,96.39459,86.88313,93.91444
122,96.380585,86.93009,93.911606
123,96.357605,86.902245,93.85923
124,96.35596,86.9015,93.82858
125,96.33348,86.90036,93.85407
126,96.33913,86.92822,93.85407
127,96.36574,86.905655,93.841736
128,96.35079,86.91694,93.81761
129,96.37724,86.906876,93.81488
130,96.38301,86.91093,93.8417
131,96.3773,86.92869,93.84359
132,96.41886,86.92887,93.84407
133,96.424225,86.90258,93.871
134,96.44104,86.90685,93.88868
135,96.414474,86.92776,93.88542
136,96.419556,86.93665,93.86287
137,96.41615,86.94352,93.881584
138,96.416275,86.9062,93.863174
139,96.38977,86.916985,93.88297
140,96.40514,86.88957,93.86474
141,96.38849,86.876396,93.89728
142,96.3826,86.90121,93.905266
143,96.39118,86.925644,93.91141
144,96.38015,86.92495,93.85234
145,96.37718,86.91699,93.862335
146,96.37718,86.89636,93.85205
147,96.405205,86.86467,93.895744
148,96.405205,86.88763,93.90411
149,96.38643,86.88763,93.926735
150,96.40898,86.88782,93.97825
151,96.43599,86.88782,93.96801
152,96.44974,86.91808,93.99685
153,96.4594,86.89454,93.99998
154,96.41737,86.92028,94.02677
155,96.42698,86.92028,94.02677
156,96.416885,86.92028,94.02677
157,96.42698,86.91943,94.02781
158,96.46368,86.92028,94.064835
159,96.46301,86.94272,94.08091
160,96.48164,86.9437,94.11474
161,96.48188,86.945305,94.09423
162,96.4627,86.92058,94.09248
163,96.46335,86.921585,94.08565
164,96.452095,86.945305,94.111916
165,96.4782,86.96094,94.086464
166,96.477264,86.959465,94.06009
167,96.479,86.95252,94.09902
168,96.448395,86.96787,94.08639
169,96.45319,86.93817,94.03051
170,96.42447,86.945305,94.02544
171,96.41306,86.93805,94.020935
172,96.443214,86.91744,94.041306
173,96.424644,86.91744,94.01151
174,96.43431,86.91744,93.992165
175,96.41356,86.94756,94.01065
176,96.41793,86.95251,94.0092
177,96.45964,86.939026,94.02574
178,96.45964,86.939026,94.02574
179,96.45964,86.939026,94.00654
180,96.426865,86.91031,93.98116
181,96.43777,86.90288,93.975296
182,96.453255,86.88281,93.95645
183,96.453255,86.88793,93.94256
184,96.44239,86.875244,93.93459
185,96.455055,86.861694,93.935616
186,96.45585,86.880226,93.946686
187,96.46746,86.89974,93.958496
188,96.45182,86.941795,93.931656
189,96.47684,86.941795,93.931656
190,96.47548,86.945305,93.94463
191,96.50199,86.97317,93.96038
192,96.508415,86.98362,93.95935
193,96.51227,86.97317,94.01606
194,96.49216,86.97305,94.08441
195,96.493675,86.9624,94.07912
