,ROI_1,ROI_2,ROI_3
0,97.89102,92.94575,95.62098
1,97.94349,92.972694,95.62098
2,97.9083,92.91122,95.62098
3,97.90593,92.80518,95.61299
4,97.8975,92.74449,95.61272
5,97.88959,92.744446,95.6347
6,97.923134,92.75795,95.66738
7,97.89086,92.82865,95.637
8,97.88635,92.87597,95.63297
9,97.887215,92.87747,95.62682
10,97.89723,92.82607,95.66253
11,97.91823,92.84369,95.647484
12,97.899315,92.800964,95.65302
13,97.798195,92.7457,95.54128
14,97.83477,92.640785,95.56785
15,97.947876,92.82394,95.69364
16,97.94657,92.92027,95.67987
17,97.95046,92.889626,95.70064
18,97.82273,92.7097,95.54128
19,97.802315,92.767494,95.54128
20,97.79645,92.737686,95.53989
21,97.90775,92.893326,95.68491
22,97.91623,92.92278,95.66198
23,97.9127,92.898674,95.661125
24,97.7697,92.73091,95.48608
25,97.86961,92.699684,95.59528
26,97.864784,92.8339,95.61654
27,97.85728,92.70872,95.62326
28,97.864525,92.72772,95.6119
29,97.85852,92.7324,95.59441
30,97.843544,92.74675,95.610504
31,97.86344,92.73985,95.61833
32,97.868416,92.74595,95.66756
33,97.890686,92.761604,95.63287
34,97.8907,92.80816,95.62098
35,97.88616,92.822136,95.62098
36,97.87162,92.84641,95.62098
37,97.90991,92.84323,95.626114
38,97.75336,92.66038,95.51471
39,97.92301,92.82741,95.64753
40,97.88748,92.79772,95.67966
41,97.90755,92.79716,95.69015
42,97.89631,92.79942,95.67409
43,97.88569,92.79371,95.67097
44,97.78788,92.60962,95.54802
45,97.89102,92.7809,95.65962
46,97.89101,92.69483,95.66415
47,97.90792,92.6903,95.66235
48,97.90611,92.68156,95.63264
49,97.85337,92.67939,95.65906
50,97.83534,92.70517,95.663155
51,97.85693,92.68451,95.64025
52,97.85314,92.65201,95.672966
53,97.86555,92.66803,95.64052
54,97.85308,92.670746,95.64753
55,97.83765,92.62501,95.62098
56,97.84283,92.68291,95.620476
57,97.85199,92.68924,95.647026
58,97.87369,92.73073,95.649445
59,97.752396,92.59499,95.51587
60,97.880005,92.78635,95.65079
61,97.88682,92.76127,95.62577
62,97.764694,92.62012,95.491486
63,97.91477,92.75588,95.61612
64,97.91097,92.76545,95.61997
65,97.91097,92.761154,95.61997
66,97.94981,92.77089,95.63105
67,97.977135,92.786674,95.64447
68,97.94149,92.75152,95.63331
69,97.931076,92.677925,95.640144
70,97.94821,92.682846,95.644745
71,97.93255,92.709694,95.639595
72,97.89712,92.727684,95.62824
73,97.89628,92.78164,95.633835
74,97.882515,92.742836,95.62098
75,97.921196,92.76348,95.62512
76,97.8621,92.73549,95.616516
77,97.8747,92.784775,95.62083
78,97.861336,92.84046,95.623795
79,97.876884,92.78547,95.61457
80,97.869774,92.71156,95.61446
81,97.859055,92.76949,95.60949
82,97.85714,92.744835,95.61209
83,97.929535,92.7291,95.61659
84,97.92163,92.76788,95.598465
85,97.9284,92.75548,95.61293
86,97.75033,92.70522,95.50666
87,97.749405,92.74126,95.46208
88,97.77976,92.75439,95.48275
89,97.77794,92.74766,95.510124
90,97.7476,92.70945,95.48814
91,97.93171,92.72779,95.65056
92,97.8878,92.68112,95.650696
93,97.85316,92.71977,95.62098
94,97.86074,92.6886,95.62274
