,ROI_1,ROI_2,ROI_3
0,96.62745,92.999626,93.85972
1,96.68027,93.10736,93.94015
2,96.6981,93.03852,93.925705
3,96.666046,93.03776,93.90331
4,96.737526,92.9081,93.922615
5,96.69505,92.997345,93.93026
6,96.745544,92.87951,93.955536
7,96.73114,93.055565,93.967995
8,96.72322,93.01048,93.957695
9,96.729256,93.0565,93.981575
10,96.73966,92.96752,93.974075
11,96.73463,92.903946,93.98726
12,96.71973,93.60672,94.00954
13,96.746475,93.239716,93.99308
14,96.74137,93.11124,93.98892
15,96.74863,93.069466,93.9987
16,96.76857,93.038124,93.990326
17,96.74963,93.033,93.984726
18,96.74749,93.04505,93.947914
19,96.7388,93.0165,93.97497
20,96.71486,93.03131,93.97516
21,96.72695,93.686,93.98967
22,96.72996,93.271645,93.92881
23,96.725624,93.68291,93.99362
24,96.70641,93.6684,93.98636
25,96.73064,93.72799,94.02587
26,96.73401,93.53137,93.9818
27,96.73308,93.70081,94.03921
28,96.72726,93.54052,93.96661
29,96.73308,93.71539,94.00381
30,96.71294,93.73576,94.02835
31,96.729355,93.695,94.029915
32,96.70501,93.59462,93.97416
33,96.68027,93.273094,93.97287
34,96.65386,93.07064,93.924545
35,96.63252,92.77808,93.89403
36,96.6526,92.96724,93.92256
37,96.67687,92.80488,93.92303
38,96.675255,92.79466,93.92514
39,96.643684,92.82395,93.865654
40,96.62177,92.78704,93.87141
41,96.59725,92.800865,93.87141
42,96.5962,92.78456,93.89446
43,96.61534,92.79414,93.91312
44,96.5899,92.83819,93.874176
45,96.63403,92.86582,93.9079
46,96.61465,92.85481,93.930725
47,96.63755,92.86068,93.91663
48,96.64025,92.87465,93.91663
49,96.64151,92.847694,93.91849
50,96.63337,93.586266,93.9316
51,96.6518,93.18898,93.87981
52,96.65817,93.07416,93.86204
53,96.62052,93.06608,93.87862
54,96.58523,93.59743,93.89215
55,96.596725,93.575195,93.87961
56,96.5866,93.427826,93.85492
57,96.59928,93.22571,93.84088
58,96.55719,93.09645,93.85702
59,96.578896,93.03794,93.85282
60,96.61083,93.000565,93.838234
61,96.62439,92.97596,93.83015
62,96.589615,92.99188,93.85812
63,96.589615,92.93441,93.823616
64,96.58714,92.90484,93.83207
65,96.5813,92.92868,93.83755
66,96.58993,92.92592,93.84737
67,96.57427,92.99131,93.87632
68,96.54038,92.95199,93.87415
69,96.566414,92.91873,93.868484
70,96.58288,92.90363,93.8953
71,96.59072,92.94543,93.9037
72,96.597984,92.98192,93.91404
73,96.59276,93.02237,93.92005
74,96.62745,93.063225,93.94085
75,96.62745,93.03864,93.91404
76,96.595116,93.05621,93.89159
77,96.60474,93.02041,93.89693
78,96.61037,93.033936,93.87519
79,96.62173,93.005905,93.86569
80,96.61311,92.98138,93.894905
81,96.60583,92.970245,93.88941
82,96.59257,92.99033,93.84971
83,96.58726,92.98619,93.85034
84,96.59431,92.944626,93.83613
85,96.64135,93.00602,93.80132
86,96.65306,93.00282,93.80125
87,96.67624,92.99773,93.81922
88,96.61593,92.942055,93.81044
89,96.56988,92.94874,93.81397
90,96.620926,93.00426,93.84827
91,96.594505,93.02939,93.8573
92,96.610565,92.99715,93.84058
93,96.570175,93.0319,93.831635
94,96.59005,93.027985,93.80891
95,96.56828,93.01087,93.83927
96,96.54841,92.96642,93.81654
97,96.544876,92.966225,93.84712
98,96.55468,92.95017,93.836136
99,96.55892,92.93021,93.82127
100,96.56317,92.90199,93.82772
101,96.58166,92.91016,93.84046
102,96.596954,92.92735,93.851295
103,96.58727,92.9319,93.84377
104,96.60257,92.89348,93.83621
105,96.58748,92.879295,93.822205
106,96.57287,92.87059,93.82615
107,96.559586,92.8679,93.82615
108,96.57016,92.85566,93.836044
109,96.57745,93.59986,93.88367
110,96.604836,93.25311,93.869965
111,96.58825,93.1223,93.88413
112,96.58187,93.03946,93.875946
113,96.56976,92.9915,93.86246
114,96.60873,93.03511,93.85091
115,96.61208,93.00159,93.86215
116,96.574615,93.60677,93.87477
117,96.53593,93.183105,93.85906
118,96.57036,93.0468,93.84633
119,96.58499,92.99799,93.84985
120,96.57672,92.91582,93.86725
121,96.57733,92.91063,93.85395
122,96.57881,92.890015,93.8548
123,96.55868,92.9648,93.87376
124,96.57151,92.97303,93.900345
125,96.62513,93.027756,93.91073
126,96.635155,93.03264,93.88254
127,96.640884,93.03393,93.91819
128,96.59799,93.65656,93.92728
129,96.58441,93.23594,93.900826
130,96.62745,93.102905,93.91258
131,96.61111,92.97809,93.90417
132,96.63735,92.967545,93.90808
133,96.64103,92.926,93.92381
134,96.65301,92.91832,93.90786
135,96.66693,92.94796,93.909645
136,96.70555,93.01521,93.87675
137,96.756584,92.971466,93.8764
138,96.79534,92.93841,93.869125
139,96.71098,93.616325,93.92052
140,96.70983,93.21144,93.89993
141,96.68637,93.094315,93.89251
142,96.69923,93.11087,93.89623
143,96.65524,93.01091,93.92545
144,96.674416,92.9812,93.90431
